source,task,condition,offer_amount,agent_index,rank,feature_label,activation
lottery,safe_risky_choice,baseline,10,21,1,Probability-based decision making scenarios with explicit numerical comparisons,90.0
lottery,safe_risky_choice,baseline,10,21,2,The assistant should select between provided options,50.0
lottery,safe_risky_choice,baseline,10,21,3,Technical setup and configuration states in experimental procedures,33.0
lottery,safe_risky_choice,baseline,10,21,4,The assistant is providing analytical descriptions or explanations,21.0
lottery,safe_risky_choice,baseline,10,21,5,Rational choice theory and utility maximization in formal decision-making,19.0
lottery,safe_risky_choice,baseline,10,21,6,Economic tradeoffs and payoff structures in social contexts,19.0
lottery,safe_risky_choice,baseline,10,21,7,Professional courtesy and willingness to help in formal exchanges,18.0
lottery,safe_risky_choice,baseline,10,21,8,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,baseline,10,21,9,Introducing potential risks or possibilities in explanatory contexts,15.0
lottery,safe_risky_choice,baseline,10,21,10,Task list entries involving children's scheduled activities,14.0
lottery,safe_risky_choice,baseline,10,22,1,Probability-based decision making scenarios with explicit numerical comparisons,90.0
lottery,safe_risky_choice,baseline,10,22,2,The assistant should select between provided options,50.0
lottery,safe_risky_choice,baseline,10,22,3,Technical setup and configuration states in experimental procedures,33.0
lottery,safe_risky_choice,baseline,10,22,4,The assistant is providing analytical descriptions or explanations,21.0
lottery,safe_risky_choice,baseline,10,22,5,Rational choice theory and utility maximization in formal decision-making,19.0
lottery,safe_risky_choice,baseline,10,22,6,Economic tradeoffs and payoff structures in social contexts,19.0
lottery,safe_risky_choice,baseline,10,22,7,Professional courtesy and willingness to help in formal exchanges,18.0
lottery,safe_risky_choice,baseline,10,22,8,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,baseline,10,22,9,Introducing potential risks or possibilities in explanatory contexts,15.0
lottery,safe_risky_choice,baseline,10,22,10,Task list entries involving children's scheduled activities,14.0
lottery,safe_risky_choice,baseline,10,23,1,Probability-based decision making scenarios with explicit numerical comparisons,90.0
lottery,safe_risky_choice,baseline,10,23,2,The assistant should select between provided options,50.0
lottery,safe_risky_choice,baseline,10,23,3,Technical setup and configuration states in experimental procedures,33.0
lottery,safe_risky_choice,baseline,10,23,4,The assistant is providing analytical descriptions or explanations,21.0
lottery,safe_risky_choice,baseline,10,23,5,Rational choice theory and utility maximization in formal decision-making,19.0
lottery,safe_risky_choice,baseline,10,23,6,Economic tradeoffs and payoff structures in social contexts,19.0
lottery,safe_risky_choice,baseline,10,23,7,Professional courtesy and willingness to help in formal exchanges,18.0
lottery,safe_risky_choice,baseline,10,23,8,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,baseline,10,23,9,Introducing potential risks or possibilities in explanatory contexts,15.0
lottery,safe_risky_choice,baseline,10,23,10,Task list entries involving children's scheduled activities,14.0
lottery,safe_risky_choice,baseline,10,24,1,Probability-based decision making scenarios with explicit numerical comparisons,90.0
lottery,safe_risky_choice,baseline,10,24,2,The assistant should select between provided options,50.0
lottery,safe_risky_choice,baseline,10,24,3,Technical setup and configuration states in experimental procedures,33.0
lottery,safe_risky_choice,baseline,10,24,4,The assistant is providing analytical descriptions or explanations,21.0
lottery,safe_risky_choice,baseline,10,24,5,Rational choice theory and utility maximization in formal decision-making,19.0
lottery,safe_risky_choice,baseline,10,24,6,Economic tradeoffs and payoff structures in social contexts,19.0
lottery,safe_risky_choice,baseline,10,24,7,Professional courtesy and willingness to help in formal exchanges,18.0
lottery,safe_risky_choice,baseline,10,24,8,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,baseline,10,24,9,Introducing potential risks or possibilities in explanatory contexts,15.0
lottery,safe_risky_choice,baseline,10,24,10,Task list entries involving children's scheduled activities,14.0
lottery,safe_risky_choice,baseline,10,25,1,Probability-based decision making scenarios with explicit numerical comparisons,90.0
lottery,safe_risky_choice,baseline,10,25,2,The assistant should select between provided options,50.0
lottery,safe_risky_choice,baseline,10,25,3,Technical setup and configuration states in experimental procedures,33.0
lottery,safe_risky_choice,baseline,10,25,4,The assistant is providing analytical descriptions or explanations,21.0
lottery,safe_risky_choice,baseline,10,25,5,Rational choice theory and utility maximization in formal decision-making,19.0
lottery,safe_risky_choice,baseline,10,25,6,Economic tradeoffs and payoff structures in social contexts,19.0
lottery,safe_risky_choice,baseline,10,25,7,Professional courtesy and willingness to help in formal exchanges,18.0
lottery,safe_risky_choice,baseline,10,25,8,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,baseline,10,25,9,Introducing potential risks or possibilities in explanatory contexts,15.0
lottery,safe_risky_choice,baseline,10,25,10,Task list entries involving children's scheduled activities,14.0
lottery,safe_risky_choice,baseline,10,26,1,Probability-based decision making scenarios with explicit numerical comparisons,87.0
lottery,safe_risky_choice,baseline,10,26,2,The assistant should select between provided options,51.0
lottery,safe_risky_choice,baseline,10,26,3,Technical setup and configuration states in experimental procedures,33.0
lottery,safe_risky_choice,baseline,10,26,4,Rational choice theory and utility maximization in formal decision-making,19.0
lottery,safe_risky_choice,baseline,10,26,5,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,baseline,10,26,6,Economic tradeoffs and payoff structures in social contexts,15.0
lottery,safe_risky_choice,baseline,10,26,7,Introducing potential risks or possibilities in explanatory contexts,15.0
lottery,safe_risky_choice,baseline,10,26,8,Professional courtesy and willingness to help in formal exchanges,15.0
lottery,safe_risky_choice,baseline,10,26,9,The assistant is providing analytical descriptions or explanations,15.0
lottery,safe_risky_choice,baseline,10,26,10,Task list entries involving children's scheduled activities,14.0
lottery,safe_risky_choice,baseline,10,27,1,Probability-based decision making scenarios with explicit numerical comparisons,87.0
lottery,safe_risky_choice,baseline,10,27,2,The assistant should select between provided options,51.0
lottery,safe_risky_choice,baseline,10,27,3,Technical setup and configuration states in experimental procedures,33.0
lottery,safe_risky_choice,baseline,10,27,4,Rational choice theory and utility maximization in formal decision-making,19.0
lottery,safe_risky_choice,baseline,10,27,5,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,baseline,10,27,6,Economic tradeoffs and payoff structures in social contexts,15.0
lottery,safe_risky_choice,baseline,10,27,7,Introducing potential risks or possibilities in explanatory contexts,15.0
lottery,safe_risky_choice,baseline,10,27,8,Professional courtesy and willingness to help in formal exchanges,15.0
lottery,safe_risky_choice,baseline,10,27,9,The assistant is providing analytical descriptions or explanations,15.0
lottery,safe_risky_choice,baseline,10,27,10,Task list entries involving children's scheduled activities,14.0
lottery,safe_risky_choice,baseline,10,28,1,Probability-based decision making scenarios with explicit numerical comparisons,90.0
lottery,safe_risky_choice,baseline,10,28,2,The assistant should select between provided options,50.0
lottery,safe_risky_choice,baseline,10,28,3,Technical setup and configuration states in experimental procedures,33.0
lottery,safe_risky_choice,baseline,10,28,4,The assistant is providing analytical descriptions or explanations,21.0
lottery,safe_risky_choice,baseline,10,28,5,Rational choice theory and utility maximization in formal decision-making,19.0
lottery,safe_risky_choice,baseline,10,28,6,Economic tradeoffs and payoff structures in social contexts,19.0
lottery,safe_risky_choice,baseline,10,28,7,Professional courtesy and willingness to help in formal exchanges,18.0
lottery,safe_risky_choice,baseline,10,28,8,Section breaks and formatting elements in structured training data,17.0
lottery,safe_risky_choice,baseline,10,28,9,Introducing potential risks or possibilities in explanatory contexts,15.0
lottery,safe_risky_choice,baseline,10,28,10,Task list entries involving children's scheduled activities,14.0
lottery,safe_risky_choice,baseline,10,29,1,Probability-based decision making scenarios with explicit numerical comparisons,90.0
lottery,safe_risky_choice,baseline,10,29,2,The assistant should select between provided options,50.0
lottery,safe_risky_choice,baseline,10,29,3,Technical setup and configuration states in experimental procedures,33.0
lottery,safe_risky_choice,baseline,10,29,4,The assistant is providing analytical descriptions or explanations,21.0
lottery,safe_risky_choice,baseline,10,29,5,Rational choice theory and utility maximization in formal decision-making,19.0
lottery,safe_risky_choice,baseline,10,29,6,Economic tradeoffs and payoff structures in social contexts,19.0
lottery,safe_risky_choice,baseline,10,29,7,Professional courtesy and willingness to help in formal exchanges,18.0
lottery,safe_risky_choice,baseline,10,29,8,Section breaks and formatting elements in structured training data,17.0
